employee_first_name,employee_last_name,employee_address,contributor_first_name,contributor_last_name,contributor_address,label
Michael,Kim,"4140 Cedar Ct, Phoenix, NY 71864",Michael,Kim,"4140 Cedar Ct, Phoenix, NY 71864",1
Rob,Miller,"1366 Maple Rd, New York, CA 40975",Rob,Miller,"1366 Maple Rd, New York, CA 40975 Apt 34",1
Sarah,Lee,"3717 Redwood St, San Antonio, NY 10188",Sarah,Lee,"3717 Redwood St, San Antonio, NY 10188 Apt 12",1
Maria,Allen,"9825 Valley Rd, Houston, PA 89006",Maria D.,Allen,"2340 Pine Ln, Chicago, AZ 83108",0
Dave,Wilson,"1241 Birch Dr, Los Angeles, AZ 47174",Dave,Wilson,"1241 Birch Dr, Los Angeles, AZ 47174",1
Maria,Johnson,"6330 Birch Dr, Dallas, NC 67328",Maria B.,Johnson,"3593 Oak Ave, Chicago, NY 42314",0
Adam,Davis,"7527 Elm Street, Dallas, NC 63477",Adam,Davis,"7527 Elm Street, Dallas, NC 63477",1
Rob,Kim,"7122 Pine Ln, San Diego, FL 69103",Rob,Kim,"7122 Pine Ln, San Diego, FL 69103",1
Diana,Kim,"3950 Elm Street, New York, GA 46515",Diana,Kim,"3950 Elm Street, New York, GA 46515 Apt 7",1
Chris,Smith,"4888 Pine Ln, Chicago, AZ 21246",Chris,Smith,"4888 Pine Ln, Chicago, AZ 21246 Apt 24",1
Lisa,Lee,"5177 Redwood St, New York, CA 49506",Lisa,Lee,"5177 Redwood St, New York, CA 49506",1
Jane,Martinez,"9272 Apple Dr, Phoenix, TX 74012",Jane,Martinez,,0
Chris,Clark,"6807 Elm Street, Phoenix, CA 72289",Chris F.,Clark,"5604 Apple Dr, Phoenix, CA 78439",0
Anna,Anderson,"1581 Birch Dr, Chicago, CA 64637",Anna,Anderson,,0
Mary,Wright,"2405 Birch Dr, Los Angeles, FL 78226",Mary,Wright,,0
Chris,Davis,,Chris,Davis,,0
Anna,Miller,"1190 Pine Ln, Houston, FL 34402",Anna,Miller,"1190 Pine Ln, Houston, FL 34402",1
Anna,Wilson,"2196 Cedar Ct, San Jose, NY 66672",Anna,Wilson,"2196 Cedar Ct, Los Angeles, NY 66672",0
Jane,Miller,"6959 Pine Ln, San Antonio, NY 56630",Jane,Miller,,0
Lisa,Johnson,"1355 Sunset Blvd, San Jose, NY 96219",Lisa,Johnson,"1355 Sunset Blvd, San Jose, NY 96219",1
Karen,Allen,"3370 Oak Ave, Philadelphia, FL 71828",Karen,Allen,,0
Michael,Wright,"9930 Redwood St, Dallas, AZ 28739",Michael,Wright,,0
Jane,Lee,"3383 Pine Ln, Houston, PA 25818",Jane,Lee,"1030 Sunset Blvd, Chicago, FL 60003",0
Rob,Kim,"4532 Redwood St, Los Angeles, CA 16671",Rob,Kim,"4532 Redwood St, Los Angeles, CA 16671",1
Chris,Williams,"8635 Redwood St, San Antonio, PA 87332",Chris,Williams,"8635 Redwood St, Phoenix, PA 87332",0
Diana,Miller,"7606 Pine Ln, San Antonio, NC 27972",Diana K.,Miller,"8796 Sunset Blvd, Dallas, GA 55517",0
Rob,Miller,"9021 Birch Dr, Phoenix, PA 64988",Rob,Miller,"9021 Birch Dr, Phoenix, PA 64988",1
Anna,Martinez,"5537 Elm Street, New York, TX 71382",Anna,Martinez,"5537 Elm Street, Houston, TX 71382",0
Anna,Wright,"3154 Oak Ave, San Antonio, FL 95717",Anna,Wright,"3154 Oak Ave, San Antonio, FL 95717 Apt 6",1
Lisa,Martinez,"4578 Redwood St, New York, GA 13008",Lisa K.,Martinez,,0
Michael,Johnson,"1005 Cedar Ct, New York, AZ 78906",Michael,Johnson,"5409 Redwood St, Chicago, NY 17867",0
Jane,Kim,"8519 Oak Ave, San Diego, MI 98487",Jane D.,Kim,"3132 Redwood St, Dallas, PA 77562",0
Dave,Smith,"364 Redwood St, Los Angeles, GA 36753",Dave,Smith,"364 Redwood St, Philadelphia, GA 36753",0
Diana,Smith,"5957 Sunset Blvd, San Diego, TX 22989",Diana,Smith,"5957 Sunset Blvd, San Diego, TX 22989",1
Rob,Wilson,"2712 Elm Street, Chicago, FL 53393",Rob,Wilson,"2712 Elm Street, Chicago, FL 53393 Apt 47",1
Dave,Smith,,Dave,Smith,,0
Lisa,Taylor,,Lisa,Taylor,,1
Karen,Kim,"2903 Elm Street, San Antonio, FL 98488",Karen D.,Kim,"6136 Pine Ln, New York, NY 77482",0
Chris,Brown,"5379 Birch Dr, San Antonio, PA 70234",Chris A.,Brown,"7964 Elm Street, San Diego, FL 92775",0
John,Anderson,"40 Cedar Ct, Los Angeles, IL 74404",John B.,Anderson,"3229 Birch Dr, Los Angeles, FL 66476",0
Jane,Miller,"5723 Elm Street, Philadelphia, NC 71406",Jane,Miller,,0
Dave,Clark,"1055 Pine Ln, Philadelphia, NY 20656",Dave,Clark,"1055 Pine Ln, San Antonio, NY 20656",0
Adam,Smith,"9748 Maple Rd, Dallas, IL 70487",Adam,Smith,"9748 Maple Rd, Dallas, IL 70487",1
Adam,Williams,"4293 Sunset Blvd, San Jose, IL 70078",Adam,Williams,"4293 Sunset Blvd, San Jose, IL 70078 Apt 13",1
Jane,Kim,"4753 Oak Ave, San Antonio, GA 41847",Jane,Kim,"4753 Oak Ave, Los Angeles, GA 41847",0
Karen,Allen,"1392 Cedar Ct, New York, FL 21602",Karen,Allen,"1392 Cedar Ct, New York, FL 21602",1
Michael,Wilson,"9786 Elm Street, Los Angeles, PA 27451",Michael,Wilson,"9786 Elm Street, Los Angeles, PA 27451 Apt 8",1
Jane,Williams,"3496 Apple Dr, San Antonio, NC 23533",Jane K.,Williams,"2318 Pine Ln, Philadelphia, GA 60104",0
Sarah,Taylor,"6170 Oak Ave, Houston, PA 18112",Sarah K.,Taylor,"6619 Elm Street, Houston, MI 87466",0
Chris,Davis,"9714 Maple Rd, San Jose, PA 17638",Chris,Davis,"9714 Maple Rd, San Jose, PA 17638 Apt 30",1
Karen,Taylor,,Karen,Taylor,,0
Jane,Anderson,,Jane,Anderson,,0
Marcus,Taylor,"257 Apple Dr, Phoenix, GA 86929",Marcus,Taylor,,0
Dave,Wilson,"2915 Sunset Blvd, Phoenix, IL 67406",Dave E.,Wilson,"8625 Cedar Ct, San Jose, GA 41639",0
John,Wilson,"938 Maple Rd, San Jose, TX 53588",John,Wilson,"2981 Redwood St, San Jose, FL 60061",0
Rob,Taylor,,Rob,Taylor,"1917 Apple Dr, New York, CA 58143",0
Karen,Wilson,"1325 Pine Ln, Dallas, AZ 96717",Karen,Wilson,,0
Michael,Taylor,"5837 Pine Ln, Chicago, NC 15867",Michael,Taylor,,0
Dave,Martinez,"8919 Cedar Ct, San Antonio, FL 72666",Dave,Martinez,"8919 Cedar Ct, San Antonio, FL 72666",1
Rob,Clark,"1749 Sunset Blvd, Philadelphia, NY 49768",Rob,Clark,,0
Mary,Wright,"786 Redwood St, Phoenix, IL 76238",Mary,Wright,"786 Redwood St, Phoenix, IL 76238 Apt 32",1
Dave,Clark,"4570 Pine Ln, Los Angeles, MI 43015",Dave,Clark,"4461 Sunset Blvd, Dallas, CA 15592",0
Maria,Wilson,"9452 Sunset Blvd, San Antonio, TX 51057",Maria,Wilson,"9452 Sunset Blvd, San Antonio, TX 51057",1
Mary,Miller,"2022 Maple Rd, Phoenix, PA 27170",Mary,Miller,"2022 Maple Rd, Phoenix, PA 27170",1
Sarah,Davis,"249 Valley Rd, Houston, NY 74307",Sarah,Davis,,0
Marcus,Kim,"3949 Sunset Blvd, Houston, NC 18813",Marcus D.,Kim,"9022 Apple Dr, Dallas, FL 84002",0
Mary,Lee,"6470 Apple Dr, Chicago, FL 37871",Mary,Lee,,0
Michael,Wilson,"1632 Valley Rd, Chicago, AZ 73873",Michael,Wilson,,0
Diana,Lee,"3994 Birch Dr, San Jose, GA 74941",Diana G.,Lee,"897 Valley Rd, Los Angeles, AZ 25024",0
Anna,Johnson,"7322 Cedar Ct, New York, CA 40613",Anna,Johnson,"7322 Cedar Ct, New York, CA 40613 Apt 6",1
Rob,Wright,,Rob F.,Wright,"5417 Pine Ln, Phoenix, TX 17279",0
Adam,Lee,"6312 Sunset Blvd, Los Angeles, NC 30771",Adam,Lee,"6312 Sunset Blvd, Los Angeles, NC 30771",1
Adam,Brown,"6081 Oak Ave, San Antonio, AZ 93200",Adam,Brown,,0
John,Martinez,"3120 Cedar Ct, Houston, TX 68172",John,Martinez,"629 Sunset Blvd, San Antonio, GA 44598",0
Diana,Allen,"9311 Birch Dr, Phoenix, NC 89620",Diana C.,Allen,"8304 Birch Dr, Los Angeles, AZ 29042",0
Mary,Kim,"1942 Birch Dr, San Antonio, CA 65297",Mary,Kim,"1942 Birch Dr, San Antonio, CA 65297 Apt 5",1
Dave,Smith,"326 Valley Rd, Dallas, TX 24225",Dave,Smith,"326 Valley Rd, Dallas, TX 24225 Apt 40",1
Maria,Anderson,"9252 Pine Ln, New York, TX 71293",Maria,Anderson,,0
Marcus,Clark,,Marcus,Clark,,0
Dave,Wright,"1667 Sunset Blvd, San Diego, GA 49202",Dave,Wright,"1667 Sunset Blvd, San Diego, GA 49202",1
Lisa,Williams,"6184 Sunset Blvd, Chicago, GA 10001",Lisa G.,Williams,"5709 Cedar Ct, San Jose, FL 10120",0
Chris,Wilson,,Chris D.,Wilson,"3394 Cedar Ct, San Jose, TX 50638",0
Sarah,Kim,"6063 Pine Ln, Houston, GA 71481",Sarah,Kim,"6063 Pine Ln, Houston, GA 71481",1
Chris,Allen,"2943 Oak Ave, San Antonio, IL 71277",Chris,Allen,"9676 Valley Rd, Philadelphia, MI 53539",0
Sarah,Brown,"1427 Sunset Blvd, San Jose, FL 79574",Sarah,Brown,"1427 Sunset Blvd, San Jose, FL 79574",1
Adam,Brown,"6804 Redwood St, Phoenix, MI 43262",Adam,Brown,"378 Maple Rd, Houston, AZ 92072",0
Lisa,Kim,,Lisa,Kim,"4736 Elm Street, San Diego, PA 11920",0
Diana,Martinez,"5913 Valley Rd, Dallas, MI 58040",Diana D.,Martinez,"1469 Valley Rd, Phoenix, GA 30635",0
Jane,Davis,"2805 Maple Rd, San Diego, FL 12149",Jane,Davis,,0
Sarah,Kim,"8149 Redwood St, Phoenix, NY 48691",Sarah,Kim,"8149 Redwood St, Phoenix, NY 48691",1
John,Allen,,John,Allen,,1
Karen,Clark,,Karen,Clark,,0
Sarah,Wilson,"5316 Valley Rd, New York, FL 78897",Sarah G.,Wilson,,0
Marcus,Clark,"827 Oak Ave, San Antonio, MI 93661",Marcus A.,Clark,"1275 Oak Ave, Philadelphia, TX 84802",0
Dave,Smith,"8234 Redwood St, New York, NY 51917",Dave K.,Smith,,0
Marcus,Kim,"416 Oak Ave, Dallas, NY 34148",Marcus,Kim,"416 Oak Ave, Dallas, NY 34148",1
John,Smith,,John,Smith,,0
Maria,Brown,"6937 Cedar Ct, Los Angeles, IL 16578",Maria E.,Brown,"9079 Redwood St, Houston, MI 15234",0
John,Lee,"791 Redwood St, San Antonio, AZ 80061",John,Lee,"791 Redwood St, San Antonio, AZ 80061",1
John,Wilson,"5202 Valley Rd, Philadelphia, NY 29959",John,Wilson,,0
Adam,Davis,"1387 Cedar Ct, San Antonio, TX 95670",Adam,Davis,,0
Mary,Johnson,"5476 Elm Street, San Jose, NY 53325",Mary,Johnson,,0
Maria,Brown,"2671 Apple Dr, Dallas, IL 17872",Maria,Brown,"2671 Apple Dr, Dallas, IL 17872",1
Mary,Clark,"4042 Oak Ave, Phoenix, CA 14063",Mary,Clark,"4042 Oak Ave, Phoenix, CA 14063",1
Anna,Wright,"1810 Birch Dr, San Diego, FL 31579",Anna B.,Wright,"3170 Pine Ln, San Jose, NY 74149",0
Diana,Brown,"4929 Oak Ave, New York, IL 43296",Diana,Brown,,0
Dave,Williams,"6276 Birch Dr, San Jose, GA 49299",Dave,Williams,"6276 Birch Dr, San Jose, GA 49299 Apt 49",1
Marcus,Anderson,"8836 Pine Ln, Philadelphia, TX 45988",Marcus F.,Anderson,"7572 Cedar Ct, San Jose, CA 59362",0
Lisa,Clark,"3289 Sunset Blvd, San Jose, PA 93559",Lisa,Clark,"3289 Sunset Blvd, San Jose, PA 93559 Apt 17",1
Dave,Anderson,"5960 Maple Rd, Los Angeles, IL 20232",Dave,Anderson,,0
Marcus,Smith,,Marcus,Smith,"5140 Cedar Ct, Los Angeles, IL 96833",0
Lisa,Miller,"1706 Redwood St, Chicago, MI 52052",Lisa A.,Miller,"322 Birch Dr, Dallas, CA 21690",0
Michael,Martinez,"7423 Sunset Blvd, Dallas, NY 43216",Michael G.,Martinez,"1874 Birch Dr, Philadelphia, PA 36282",0
Adam,Johnson,"9797 Elm Street, Chicago, MI 86529",Adam,Johnson,,0
Chris,Lee,"5274 Sunset Blvd, Chicago, NY 87337",Chris,Lee,"6173 Maple Rd, Philadelphia, GA 28941",0
Karen,Davis,"551 Elm Street, Dallas, NC 12164",Karen,Davis,"551 Elm Street, Dallas, NC 12164 Apt 39",1
Chris,Miller,"1943 Apple Dr, San Diego, MI 22936",Chris,Miller,"8871 Valley Rd, Dallas, FL 40170",0
Anna,Anderson,"2803 Pine Ln, San Antonio, NY 87667",Anna,Anderson,"1757 Oak Ave, San Diego, AZ 79136",0
Chris,Lee,"1698 Pine Ln, Los Angeles, NC 67395",Chris,Lee,"1698 Pine Ln, Los Angeles, NC 67395",1
John,Kim,"1636 Maple Rd, New York, FL 47920",John,Kim,"1636 Maple Rd, San Diego, FL 47920",0
Diana,Davis,"5934 Birch Dr, Houston, GA 34730",Diana K.,Davis,"8102 Redwood St, Dallas, AZ 77315",0
Anna,Williams,"8646 Oak Ave, Dallas, IL 72443",Anna,Williams,,0
Diana,Kim,"4535 Birch Dr, Philadelphia, NC 14529",Diana,Kim,,0
Karen,Miller,"2181 Pine Ln, Phoenix, NC 45772",Karen,Miller,"2181 Pine Ln, Phoenix, NC 45772",1
Dave,Johnson,"6045 Valley Rd, Phoenix, NY 42630",Dave,Johnson,"6045 Valley Rd, Phoenix, NY 42630",1
John,Taylor,"6777 Elm Street, Los Angeles, CA 43163",John,Taylor,"8555 Birch Dr, Chicago, CA 26811",0
John,Taylor,"4414 Redwood St, Philadelphia, CA 48002",John,Taylor,,0
Michael,Miller,"7605 Oak Ave, Phoenix, NY 84557",Michael,Miller,"7605 Oak Ave, Phoenix, NY 84557",1
Mary,Taylor,"6736 Maple Rd, Chicago, MI 71734",Mary,Taylor,"6736 Maple Rd, Chicago, MI 71734",0
Anna,Lee,,Anna,Lee,,0
Maria,Lee,"8748 Valley Rd, Chicago, GA 64461",Maria,Lee,"5674 Cedar Ct, Phoenix, FL 39530",0
Lisa,Wilson,"3301 Pine Ln, San Diego, MI 28488",Lisa,Wilson,"3301 Pine Ln, Chicago, MI 28488",0
John,Smith,"7093 Elm Street, Houston, MI 95532",John,Smith,"7093 Elm Street, Houston, MI 95532",1
Rob,Allen,"3336 Birch Dr, Los Angeles, PA 11474",Rob,Allen,"9770 Sunset Blvd, Los Angeles, PA 31117",0
Diana,Williams,"4771 Pine Ln, Dallas, NC 64877",Diana,Williams,"4771 Pine Ln, Dallas, NC 64877",1
Lisa,Allen,"4143 Apple Dr, Phoenix, FL 74004",Lisa,Allen,,0
Anna,Miller,"7445 Pine Ln, New York, PA 51726",Anna,Miller,,0
Michael,Allen,"8200 Maple Rd, Phoenix, GA 89773",Michael,Allen,,0
Lisa,Clark,"8016 Valley Rd, Chicago, MI 17529",Lisa,Clark,"8016 Valley Rd, Chicago, MI 17529 Apt 27",1
Dave,Kim,"2098 Birch Dr, Los Angeles, TX 71021",Dave,Kim,"6486 Birch Dr, Phoenix, AZ 68727",0
Mary,Brown,"8098 Maple Rd, Phoenix, TX 45155",Mary F.,Brown,"346 Elm Street, Los Angeles, IL 74781",0
Mary,Anderson,"296 Cedar Ct, Philadelphia, FL 70780",Mary,Anderson,,0
John,Williams,"4951 Elm Street, Dallas, GA 95698",John,Williams,"4951 Elm Street, Dallas, GA 95698",1
Rob,Martinez,"8105 Sunset Blvd, Chicago, NC 30897",Rob,Martinez,"8105 Sunset Blvd, Chicago, NC 30897",1
Mary,Anderson,,Mary,Anderson,"8911 Cedar Ct, Houston, CA 72852",0
Mary,Johnson,"3273 Sunset Blvd, Chicago, CA 60443",Mary,Johnson,,0
Marcus,Davis,"5738 Redwood St, Philadelphia, CA 60041",Marcus,Davis,"5738 Redwood St, San Diego, CA 60041",0
Chris,Lee,"369 Cedar Ct, Chicago, AZ 46729",Chris,Lee,"369 Cedar Ct, Chicago, AZ 46729 Apt 5",1
Jane,Kim,,Jane,Kim,,0
Adam,Clark,"9211 Redwood St, New York, CA 76042",Adam,Clark,"9211 Redwood St, New York, CA 76042",1
Karen,Smith,"6083 Cedar Ct, Phoenix, TX 13453",Karen C.,Smith,"9099 Redwood St, Dallas, CA 30716",0
Rob,Williams,,Rob,Williams,,0
Anna,Davis,"7442 Elm Street, San Diego, GA 88664",Anna B.,Davis,"1129 Maple Rd, New York, NY 65975",0
Chris,Kim,"9653 Elm Street, Philadelphia, NC 57092",Chris,Kim,"2441 Valley Rd, Dallas, TX 99362",0
Sarah,Wright,"4485 Cedar Ct, Phoenix, GA 49665",Sarah,Wright,"4485 Cedar Ct, Philadelphia, GA 49665",0
Jane,Johnson,,Jane,Johnson,,0
Diana,Brown,"1907 Sunset Blvd, Houston, TX 72603",Diana,Brown,,0
Adam,Kim,"9202 Valley Rd, San Jose, FL 12808",Adam,Kim,,0
Anna,Taylor,"5073 Redwood St, San Antonio, GA 51152",Anna,Taylor,"5073 Redwood St, Los Angeles, GA 51152",0
Dave,Brown,"1568 Pine Ln, Phoenix, NC 79876",Dave,Brown,"1568 Pine Ln, Dallas, NC 79876",0
Anna,Wilson,"9819 Pine Ln, San Jose, IL 47891",Anna C.,Wilson,"4043 Birch Dr, New York, GA 70990",0
Karen,Kim,"5826 Apple Dr, Philadelphia, GA 40036",Karen,Kim,"7636 Elm Street, New York, CA 76194",0
Anna,Kim,,Anna,Kim,"1645 Elm Street, Dallas, CA 83577",0
Adam,Kim,"2508 Redwood St, Philadelphia, FL 40913",Adam,Kim,"2508 Redwood St, Philadelphia, FL 40913",1
Anna,Wilson,"4186 Elm Street, Phoenix, FL 55658",Anna B.,Wilson,"1364 Birch Dr, Dallas, IL 46769",0
Jane,Brown,"3114 Sunset Blvd, Philadelphia, AZ 41526",Jane,Brown,"440 Sunset Blvd, Dallas, AZ 81553",0
Adam,Anderson,"6886 Valley Rd, San Jose, MI 20409",Adam,Anderson,"6886 Valley Rd, San Jose, MI 20409 Apt 42",1
Jane,Clark,"5537 Elm Street, Los Angeles, GA 74176",Jane,Clark,"5537 Elm Street, San Jose, GA 74176",0
Michael,Clark,"2376 Valley Rd, San Diego, IL 30118",Michael,Clark,"2376 Valley Rd, San Diego, IL 30118",1
Karen,Martinez,"8173 Cedar Ct, New York, MI 67595",Karen,Martinez,"6720 Birch Dr, Philadelphia, GA 25814",0
Mary,Davis,"3839 Sunset Blvd, Dallas, GA 17817",Mary,Davis,"9137 Redwood St, Houston, FL 35703",0
Lisa,Wright,"3742 Maple Rd, Philadelphia, PA 28175",Lisa,Wright,"7523 Valley Rd, Chicago, NY 83906",0
John,Smith,"1759 Valley Rd, Houston, TX 70151",John C.,Smith,"1231 Sunset Blvd, San Jose, FL 17732",0
Michael,Smith,"3336 Redwood St, San Antonio, IL 24421",Michael E.,Smith,"2993 Redwood St, Phoenix, CA 80375",0
Maria,Wright,"500 Elm Street, Dallas, NC 19557",Maria,Wright,"9035 Pine Ln, Phoenix, GA 28740",0
Chris,Miller,"7506 Sunset Blvd, New York, CA 55444",Chris,Miller,,0
Dave,Smith,"1788 Cedar Ct, Los Angeles, FL 61996",Dave,Smith,"1788 Cedar Ct, Los Angeles, FL 61996 Apt 38",1
Maria,Clark,"527 Elm Street, Chicago, MI 31967",Maria,Clark,"527 Elm Street, Chicago, MI 31967",1
Adam,Miller,,Adam,Miller,,1
Mary,Davis,"8972 Pine Ln, Dallas, NC 72130",Mary,Davis,,0
Diana,Brown,"77 Elm Street, Los Angeles, IL 74527",Diana,Brown,"77 Elm Street, Los Angeles, IL 74527",0
Jane,Miller,"5082 Birch Dr, San Diego, PA 66980",Jane,Miller,"5082 Birch Dr, San Diego, PA 66980 Apt 27",1
Marcus,Kim,"9233 Pine Ln, New York, FL 22232",Marcus,Kim,"9233 Pine Ln, Chicago, FL 22232",0
Dave,Martinez,"7771 Redwood St, San Diego, MI 94383",Dave,Martinez,"7771 Redwood St, Philadelphia, MI 94383",0
Jane,Wilson,"9780 Oak Ave, New York, MI 83526",Jane,Wilson,"9780 Oak Ave, New York, MI 83526",1
Mary,Wright,"6441 Redwood St, Dallas, TX 40835",Mary,Wright,"6441 Redwood St, Dallas, TX 40835",1
Maria,Anderson,,Maria,Anderson,,0
John,Smith,"8046 Valley Rd, Phoenix, NC 84823",John,Smith,,0
Maria,Clark,,Maria,Clark,"9644 Cedar Ct, San Diego, TX 17733",0
Chris,Smith,"3517 Redwood St, Dallas, CA 84863",Chris,Smith,"2358 Birch Dr, San Diego, TX 16316",0
Marcus,Davis,"9198 Oak Ave, Houston, GA 31615",Marcus,Davis,"9198 Oak Ave, Houston, GA 31615 Apt 47",1
Karen,Taylor,"125 Redwood St, San Antonio, CA 44799",Karen,Taylor,"9786 Maple Rd, Phoenix, GA 69082",0
Michael,Williams,"775 Valley Rd, Los Angeles, MI 32088",Michael,Williams,"775 Valley Rd, Los Angeles, MI 32088",1
Adam,Wright,"1250 Sunset Blvd, Los Angeles, IL 13263",Adam C.,Wright,"930 Maple Rd, San Diego, NC 37008",0
Dave,Kim,"8027 Birch Dr, Los Angeles, FL 73909",Dave A.,Kim,"9630 Oak Ave, San Diego, TX 78974",0
John,Martinez,,John,Martinez,,1
Rob,Taylor,"6502 Pine Ln, Los Angeles, CA 40572",Rob,Taylor,"4587 Valley Rd, Philadelphia, CA 36048",0
Sarah,Brown,"1351 Redwood St, New York, PA 80043",Sarah,Brown,,0
Karen,Clark,"7427 Oak Ave, New York, IL 57664",Karen H.,Clark,"5981 Birch Dr, Phoenix, TX 83746",0
Lisa,Smith,"4613 Redwood St, Dallas, IL 54899",Lisa A.,Smith,,0
Mary,Martinez,"8158 Sunset Blvd, Los Angeles, NC 98381",Mary,Martinez,"8158 Sunset Blvd, Los Angeles, NC 98381",1
Lisa,Miller,"4832 Cedar Ct, New York, CA 73253",Lisa,Miller,"5187 Oak Ave, Dallas, FL 14258",0
Mary,Anderson,"9259 Cedar Ct, Los Angeles, PA 32744",Mary A.,Anderson,"4837 Oak Ave, Houston, NY 67735",0
Maria,Clark,"8453 Oak Ave, New York, PA 93154",Maria,Clark,"9462 Maple Rd, San Jose, IL 42076",0
Dave,Clark,,Dave,Clark,,0
John,Anderson,"7337 Sunset Blvd, Los Angeles, NY 43130",John,Anderson,,0
Maria,Kim,"8268 Valley Rd, Phoenix, FL 25341",Maria,Kim,"8268 Valley Rd, Phoenix, FL 25341 Apt 50",1
Karen,Davis,"1849 Birch Dr, New York, IL 25035",Karen,Davis,"1849 Birch Dr, Phoenix, IL 25035",0
Karen,Martinez,"8207 Valley Rd, San Diego, FL 16625",Karen,Martinez,,0
Michael,Davis,"8946 Apple Dr, Chicago, TX 81705",Michael,Davis,,0
Dave,Davis,,Dave,Davis,,0
Michael,Davis,"8670 Valley Rd, Houston, PA 38956",Michael,Davis,,0
Anna,Martinez,"4565 Pine Ln, Houston, MI 33379",Anna,Martinez,"4565 Pine Ln, Houston, MI 33379",1
Jane,Martinez,,Jane E.,Martinez,"9590 Valley Rd, Philadelphia, NY 71464",0
Adam,Davis,"958 Apple Dr, Philadelphia, PA 61941",Adam,Davis,,0
Adam,Miller,"7683 Elm Street, Dallas, NY 25902",Adam,Miller,,0
Michael,Kim,"7603 Elm Street, Los Angeles, CA 37974",Michael,Kim,"4420 Cedar Ct, New York, AZ 29437",0
Sarah,Allen,"102 Maple Rd, Houston, NC 31891",Sarah,Allen,"102 Maple Rd, Houston, NC 31891 Apt 35",1
Mary,Clark,"7319 Pine Ln, San Antonio, AZ 57181",Mary,Clark,"7319 Pine Ln, San Antonio, AZ 57181 Apt 31",1
Rob,Anderson,"2422 Valley Rd, Chicago, NY 34429",Rob,Anderson,"410 Birch Dr, San Diego, GA 20307",0
Lisa,Martinez,,Lisa H.,Martinez,"2161 Redwood St, San Antonio, MI 91958",0
Jane,Clark,"3506 Maple Rd, Dallas, NY 70075",Jane H.,Clark,"5111 Pine Ln, San Jose, NC 68205",0
Dave,Allen,"5068 Sunset Blvd, Los Angeles, CA 14124",Dave,Allen,"8449 Oak Ave, Houston, IL 27362",0
Maria,Taylor,"4851 Elm Street, Chicago, NC 10595",Maria,Taylor,,0
Diana,Martinez,,Diana,Martinez,,0
Dave,Davis,"6437 Pine Ln, Los Angeles, NY 99016",Dave,Davis,,0
Maria,Clark,"4775 Maple Rd, San Jose, IL 46859",Maria,Clark,"4775 Maple Rd, San Jose, IL 46859",1
Anna,Davis,"2210 Cedar Ct, New York, NC 67314",Anna,Davis,"2210 Cedar Ct, New York, NC 67314",1
Anna,Taylor,"3173 Pine Ln, San Antonio, CA 65197",Anna F.,Taylor,"9189 Maple Rd, San Antonio, NY 62378",0
Michael,Clark,,Michael,Clark,,1
Rob,Smith,,Rob,Smith,,0
Karen,Anderson,"6226 Maple Rd, Dallas, IL 26357",Karen,Anderson,"6226 Maple Rd, Dallas, IL 26357",1
Michael,Taylor,"1125 Maple Rd, Chicago, MI 81509",Michael F.,Taylor,"5362 Valley Rd, Chicago, FL 59763",0
Lisa,Lee,"9161 Redwood St, San Jose, IL 21957",Lisa,Lee,"9161 Redwood St, San Jose, IL 21957 Apt 6",1
Marcus,Taylor,"52 Maple Rd, Philadelphia, NC 49599",Marcus,Taylor,"52 Maple Rd, San Diego, NC 49599",0
Maria,Kim,"9871 Maple Rd, San Diego, TX 83136",Maria,Kim,"9871 Maple Rd, San Diego, TX 83136",1
Michael,Miller,"7045 Cedar Ct, Phoenix, AZ 62289",Michael,Miller,,0
Maria,Lee,"296 Maple Rd, Chicago, IL 81427",Maria,Lee,"296 Maple Rd, Dallas, IL 81427",0
Marcus,Davis,"9531 Oak Ave, Houston, GA 89715",Marcus,Davis,"9531 Oak Ave, New York, GA 89715",0
Lisa,Wilson,"9499 Sunset Blvd, Houston, AZ 14617",Lisa,Wilson,,0
Dave,Miller,"8816 Pine Ln, San Diego, NC 18501",Dave,Miller,"2409 Cedar Ct, Philadelphia, TX 32087",0
Sarah,Wilson,"9772 Birch Dr, Chicago, NY 70422",Sarah C.,Wilson,,0
Marcus,Anderson,"4721 Pine Ln, San Jose, AZ 50381",Marcus,Anderson,"4721 Pine Ln, San Jose, AZ 50381",1
Maria,Allen,"5375 Cedar Ct, San Diego, NC 84049",Maria,Allen,"6816 Redwood St, New York, MI 70820",0
Marcus,Lee,,Marcus F.,Lee,"6427 Maple Rd, Houston, PA 88147",0
Marcus,Williams,"3194 Birch Dr, Phoenix, MI 59878",Marcus F.,Williams,"9158 Redwood St, Dallas, TX 61336",0
Dave,Kim,"3216 Cedar Ct, Phoenix, PA 11874",Dave,Kim,,0
Anna,Williams,"2691 Sunset Blvd, Dallas, NY 53119",Anna,Williams,,0
Lisa,Brown,"8887 Redwood St, Chicago, NY 15167",Lisa,Brown,"8887 Redwood St, Chicago, NY 15167",1
Mary,Kim,"1940 Birch Dr, San Jose, CA 39360",Mary,Kim,"1940 Birch Dr, Phoenix, CA 39360",0
Adam,Wilson,,Adam,Wilson,"7305 Sunset Blvd, Dallas, GA 79498",0
Mary,Clark,"508 Oak Ave, Los Angeles, AZ 65109",Mary K.,Clark,"3366 Valley Rd, Dallas, TX 49892",0
